Gene,DNAse,H3K20me3,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K9me3
ENSMUSG00000001313,778.930911,3335.832666,14083.68757,7585.597826,22051.57501,29977.31879,95091.72161,4354.425844
ENSMUSG00000001323,447.3643808,3011.232194,2538.425272,7932.083238,9678.713744,15599.60512,64069.59826,1564.328947
ENSMUSG00000001333,235.7282497,4408.845538,25376.40482,4374.86413,11589.47683,13330.65875,21578.84704,3752.146167
ENSMUSG00000001334,223.1453429,3462.770237,41376.03282,6179.397597,11338.50243,17047.85619,21440.38408,3323.135441
ENSMUSG00000001348,221.870522,3498.73913,8703.528461,8290.154176,17304.13494,20933.02653,38529.81264,3686.153318
ENSMUSG00000001349,337.2620266,2127.195652,22591.69015,3856.430778,8408.731836,16324.88172,13857.51602,3295.811856
ENSMUSG00000001366,161.2282497,2933.356765,6596.187357,11209.9764,10973.20924,14530.67863,39566.93278,2794.741919
ENSMUSG00000001376,200.7200614,3862.485912,3563.243922,5021.286184,6194.281107,13710.96911,48170.02803,2950.153604
ENSMUSG00000001379,318.2922211,2883.893021,2086.804062,13595.0738,7416.698298,20777.93321,96073.1225,3297.442077
ENSMUSG00000001380,337.6857728,4583.801201,4401.205163,12895.78018,11431.02288,18854.5266,86818.83317,1578.034039
ENSMUSG00000001383,210.2876151,3631.236556,1788.372569,21396.38694,6855.853761,15284.31393,46289.25079,2289.673341
ENSMUSG00000001403,436.3618219,4572.010154,3881.121925,35240.80935,17584.07158,35294.90339,128942.0072,3529.947726
ENSMUSG00000001415,511.8505629,2359.23341,5024.532323,14453.68314,20427.31708,47198.91054,110521.6997,3044.221682
ENSMUSG00000001416,300.6970317,2982.703089,4224.986842,31053.17077,13537.81221,37586.26015,143543.0847,2657.249571
ENSMUSG00000001417,194.9298874,4545.931708,40716.24356,4810.193864,10425.38959,7961.502431,23853.87707,4181.052059
ENSMUSG00000001418,198.3219038,3468.649886,3351.0871,19425.5404,9237.470538,17235.81693,68968.70709,2594.159611
ENSMUSG00000001419,518.4140225,4400.217963,11094.96239,7474.906178,33718.07823,55676.21997,107549.1806,2830.463744
ENSMUSG00000001420,540.2998976,2174.985769,5596.491991,9503.884797,20239.21117,54421.94987,119414.582,3052.658681
ENSMUSG00000001424,418.4370522,3652.639374,4447.72869,20487.58288,15894.45495,24664.86084,96225.97304,2011.642878
ENSMUSG00000001435,410.8679632,4219.921196,7115.281751,10880.05993,25671.15246,38395.78683,87752.88287,3396.79591
ENSMUSG00000001436,311.8316274,1847.574371,8878.344966,8579.547697,14273.70216,26021.75594,84202.95187,3067.268593
ENSMUSG00000001440,542.8311157,4406.897383,4176.087386,37979.63608,23190.36177,33912.14259,94371.81958,2033.400815
ENSMUSG00000001441,692.7891505,3049.886156,2982.062786,10178.50086,23737.98091,45951.94394,95650.08324,2983.534611
ENSMUSG00000001444,422.6504606,2964.051559,43307.41962,2399.951301,5997.173126,10222.48033,37188.97054,3469.110197
ENSMUSG00000001445,378.2727738,3750.284539,4702.395809,10443.89052,17610.08724,29918.38258,54216.40747,2351.276602
ENSMUSG00000001467,397.0706244,7777.823513,5015.327803,20843.26995,18389.99085,23865.5374,103426.7713,6582.49528
ENSMUSG00000001472,597.2615148,6255.101259,6026.552203,12817.42019,21201.87142,32221.05092,120475.2935,4643.307566
ENSMUSG00000001473,646.3991812,3675.828232,21399.83181,9405.96732,8276.963029,12818.35927,59700.65697,3602.685426
ENSMUSG00000001482,373.8879222,4922.650958,6819.485841,7089.352403,20502.62743,25586.3853,72505.77717,4871.110769
ENSMUSG00000001493,280.674002,3680.002717,14449.93707,4187.996281,25593.53082,13028.41118,14051.20852,3341.208953
ENSMUSG00000001494,455.3418628,3816.798699,38689.18314,3604.598756,12328.9872,11288.10784,36324.8765,2770.731336
ENSMUSG00000001496,456.8812692,2546.670123,84171.75064,1509.020881,0,19334.27689,36407.34582,1535.432423
ENSMUSG00000001497,313.506653,3188.538186,111294.5149,2388.45409,0,26954.38186,41945.43643,2173.606193
ENSMUSG00000001504,629.7814739,1813.323227,70601.42777,3796.112915,8374.026673,23968.13687,49830.57316,2461.635297
ENSMUSG00000001506,470.6560901,3657.050415,28487.66576,3845.913616,13242.94143,19370.50887,27544.1122,3748.57151
ENSMUSG00000001507,387.7784033,3711.541333,12393.23441,10661.52095,26106.8499,30742.67463,62749.19472,2892.63587
ENSMUSG00000001508,284.3290686,2580.80113,8968.613916,4018.687858,6905.946296,6613.30256,10160.61606,2116.39159
ENSMUSG00000001510,597.6064483,3629.221968,62901.62636,4585.77274,15058.50086,27652.74521,35525.71818,2992.914402
ENSMUSG00000001517,457.7221085,3186.119923,6277.70123,16139.29734,20980.33352,26477.69515,65899.7668,3683.279462
ENSMUSG00000001518,325.9580348,4174.911256,3682.491776,15649.24321,16619.58681,18483.77481,39899.46203,3668.551201
ENSMUSG00000001520,169.9385875,2492.692863,8881.675057,4960.984268,5999.653175,6199.570652,5280.479691,2347.790761
ENSMUSG00000001521,347.3244626,2670.261442,6118.254291,11935.38465,40338.25079,26953.34175,18155.19737,2909.10083
ENSMUSG00000001524,196.3741044,2444.541333,4263.357695,11303.83438,9081.850472,21938.20967,52946.33188,2348.869637
ENSMUSG00000001525,620.9703173,2946.676559,3953.236413,19252.62364,18302.01058,40149.45717,134030.9469,1901.44744
ENSMUSG00000001542,535.2195496,4076.273741,6596.664688,5480.861628,21297.38837,22759.20366,57608.9124,1644.763515
ENSMUSG00000001552,793.4677584,4375.742062,5648.526959,10854.77446,32986.48491,44046.53247,91317.2869,3867.276244
ENSMUSG00000001555,526.8567042,4600.734625,12161.05857,8884.121925,21115.04291,29973.04291,64485.75036,4143.938787
ENSMUSG00000001558,273.0220061,2110.960669,5713.914617,6917.940217,8770.700729,12530.40718,42319.9267,1859.217963
ENSMUSG00000001566,549.1412487,4211.738272,89411.17234,2185.883867,17745.36434,28700.06901,57843.4026,2790.983982
ENSMUSG00000001569,209.5839304,4326.353976,6121.172554,27505.53354,17064.93385,20390.86556,71262.30406,3285.186356
ENSMUSG00000001576,339.5655067,3945.79355,6006.944007,16763.45752,16167.94201,26528.7854,78463.40496,5121.74907
ENSMUSG00000001583,406.0025589,5408.330306,5989.337028,7887.339674,12644.38959,27793.62936,50171.89459,3008.432494
ENSMUSG00000001588,204.5629478,2150.95502,4550.974971,5079.149314,17711.21868,17351.08503,19941.0542,3160.375644
ENSMUSG00000001604,405.7492323,5659.846682,14399.88265,14048.69508,33972.25536,47869.84218,84702.92434,3201.454448
ENSMUSG00000001622,76.12436029,2846.731264,3179.443578,3447.378576,3896.449514,2191.822654,2287.714245,3918.157037
ENSMUSG00000001627,457.3377687,5533.368493,4238.56107,16552.43678,0,28675.15403,111759.4622,3347.239703
ENSMUSG00000001630,249.5348004,10086.54019,3443.889803,6249.744851,9635.305921,10582.88816,48478.46281,3077.279391
ENSMUSG00000001632,584.3418628,4577.018378,4976.331808,13329.13358,17257.45137,31374.77489,105583.5591,2912.827374
ENSMUSG00000001642,416.877175,2664.846896,10975.66025,13239.90074,15631.79741,16820.89838,43215.05106,6648.718392
ENSMUSG00000001655,695.937564,3502.30778,57813.64981,3464.25522,5899.547697,12307.29155,38192.46553,2233.216533
ENSMUSG00000001656,360.5051177,4467.868278,100271.4603,3128.216462,8044.346682,18045.35047,25115.12178,1921.029319
ENSMUSG00000001657,299.0854657,4176.687214,87600.81672,2521.300415,9981.064145,7801.531178,13127.33975,3444.077803
ENSMUSG00000001661,418.2241556,3223.010941,88102.51523,2441.558924,16753.86713,15797.61878,21010.65761,2112.839245
ENSMUSG00000001663,223.9401228,3555.63022,8703.677274,3911.223541,8784.556922,18998.0758,21183.42456,2119.304991
ENSMUSG00000001665,297.7502559,3897.947225,7806.795838,3847.325872,8331.448084,17940.46424,40188.70273,2528.270309
ENSMUSG00000001666,474.513306,3820.06536,6863.131579,12155.30227,7566.401101,13088.08545,51294.72962,3102.722826
ENSMUSG00000001670,165.8648925,3944.080235,8348.732838,5399.185998,2413.178204,1782.694866,7226.822654,6290.252717
ENSMUSG00000001672,310.2154555,3595.399814,28751.45531,4134.354119,12879.69193,10491.2091,41181.95709,3525.48484
ENSMUSG00000001674,166.535824,2236.377288,2527.81865,14113.16505,5822.788902,11000.77918,39781.40961,2861.376716
ENSMUSG00000001687,175.7819857,4736.427489,3988.807709,23788.43021,35389.08953,22126.81915,21089.82251,4314.617849
ENSMUSG00000001700,124.7569089,3697.593035,5253.752574,4012.506722,1270.251716,843.8143593,3349.845538,5697.129005
ENSMUSG00000001707,389.5296827,8885.650887,2006.647955,20961.68614,12641.84418,27860.47569,112458.3411,5294.050772
ENSMUSG00000001729,689.1018424,3111.840675,18731.14888,7832.031107,0,23521.60297,57191.8017,3835.310355
ENSMUSG00000001739,195.8628454,2383.534539,4915.247497,16421.92906,19553.63458,13524.78146,24548.92198,1595.799914
ENSMUSG00000001741,118.7896622,5452.914903,10674.47197,2721.291691,2611.910112,1306.409039,6496.856979,4554.997283
ENSMUSG00000001750,327.2610031,2365.233267,8353.202946,17085.77195,21212.7417,29604.55521,44596.628,3573.212314
ENSMUSG00000001751,302.6663255,3643.249285,18255.96832,3841.054634,11596.03626,17359.29226,58310.1029,3121.560712
ENSMUSG00000001755,434.3730809,3962.687285,35445.29047,8478.280463,18181.35498,56930.69379,120077.4027,4264.720967
ENSMUSG00000001761,472.4984647,3421.232838,22554.56729,4486.203232,7944.442792,17243.82394,56951.21081,1268.284897
ENSMUSG00000001763,529.1253838,3620.025315,18961.30878,2374.035326,5125.534325,6242.656894,27211.03804,3008.200515
ENSMUSG00000001767,236.2047083,6705.245352,6441.86835,10731.98219,4598.138515,11620.13616,69958.66648,3864.864989
ENSMUSG00000001768,179.2154555,7384.536399,7044.732838,6056.922483,18247.00815,14627.36492,17211.03604,5312.829949
ENSMUSG00000001773,90.56499488,2520.165046,2761.398527,3086.671982,3000.438501,4523,4569.372998,2576.107981
ENSMUSG00000001774,220.8935517,4602.477117,1596.741347,5629.163043,11343.7151,28110.20566,56591.25758,3163.637872
ENSMUSG00000001783,224.9007165,2645.729405,4782.408967,14846.89602,5342.104119,7623.66333,72817.21067,2600.809282
ENSMUSG00000001785,204.5639713,2590.183066,2179.707666,15823.53089,6991.477117,12516.37986,72256.50973,1911.663043
ENSMUSG00000001786,278.573695,5212.688001,2866.515017,12336.74778,19386.39652,21519.00701,66754.64509,2822.370709
ENSMUSG00000001794,411.2436029,4008.731908,3793.365275,16478.55492,39041.22182,73228.65518,128487.5503,3847.625215
ENSMUSG00000001802,475.932958,2315.174342,22210.78997,5333.986127,4051.279176,8086.306922,18755.41261,2072.705092
ENSMUSG00000001804,63.14227226,5227.89488,3437.662042,3751.449013,2287.436284,371.2242563,3158.484268,3915.88401
ENSMUSG00000001815,482.0025589,2841.361556,84467.51909,1515.531608,10440.61763,14709.21031,22742.34003,2343.656107
ENSMUSG00000001819,389.7876151,3983.401316,69484.59811,3316.38351,12425.24492,16738.87572,30413.13794,3472.698227
ENSMUSG00000001823,260.6422723,3504.679777,93707.54505,3654.440003,11910.70459,15921.83109,20990.48534,2774.132866
ENSMUSG00000001827,262.4764585,3666.977188,3013.655678,5666.933352,28596.1659,32869.86613,23001.48749,3949.695152
ENSMUSG00000001829,437.14739,3107.92849,3626.749428,12636.54319,11387.14238,17652.122,48479.06822,3252.257652
ENSMUSG00000001833,437.5680655,1342.436499,3250.143593,5132.963673,11306.31035,16091.54055,88468.19551,2068.867706
ENSMUSG00000001844,245.6586489,4995.164402,4528.835741,9970.662757,6578.948155,13677.69708,69428.84439,2605.41526
ENSMUSG00000001847,456.723132,3253.157895,3370.666619,10403.89188,16396.99485,31479.7417,75965.66619,5474.844036
ENSMUSG00000001855,353.7175026,5581.947225,7713.060998,21148.5984,8596.414474,32452.87164,118753.585,5262.883009
ENSMUSG00000001864,443.5061412,4493.277746,30014.00458,4161.59089,6607.564931,10762.90682,28379.33195,4551.6373
ENSMUSG00000001865,91.38331627,5091.627717,4206.770166,3457.366276,673.2861842,1032.327231,2266.128719,2466.630006
ENSMUSG00000001870,365.4907881,2506.584954,14065.48584,2805.575515,5044.91333,13866.74128,72213.02696,1761.619565
ENSMUSG00000001891,453.5158649,4531.107337,9700.988844,3261.644236,7940.750787,13650.03561,54824.76037,2689.408753
ENSMUSG00000001901,298.2917093,1759.433209,22976.39209,4624.424342,6067.416977,7089.894165,10209.94758,3563.438001
ENSMUSG00000001909,604.5967247,4083.140661,5785.772812,24752.94959,23769.89924,37279.6855,139316.8282,3452.877002
ENSMUSG00000001910,592.9360287,4667.780678,5827.624428,23051.28633,28909.77138,43785.20545,153456.5576,3687.750501
ENSMUSG00000001911,516.5266121,3531.4247,67397.40882,4006.400672,17972.10769,19486.10369,20432.69701,3434.547554
ENSMUSG00000001918,532.6289662,3884.683066,5346.637014,12386.01108,12483.16497,44021.74428,179777.342,4048.804491
ENSMUSG00000001924,232.8567042,950.8895881,2340.991705,4286.260154,5114.362486,12079.31722,36211.64645,1345.986842
ENSMUSG00000001930,160.3643808,5332.224185,8269.677775,4238.064574,6012.921982,2888.899314,7306.691076,2965.613272
ENSMUSG00000001942,301.611566,5003.154963,24098.7417,5746.248427,7838.561284,12161.37586,26684.73741,4224.498498
ENSMUSG00000001943,172.2517912,6079.693864,17990.31886,9368.780964,15443.26409,15885.08309,22509.00851,3987.322511
ENSMUSG00000001946,327.1264074,3750.763945,38308.62443,11642.64023,24905.61592,32669.69758,50697.19186,5904.19272
ENSMUSG00000001948,198.6714432,3676.568435,4224.670266,6692.735054,10386.87979,13836.1353,40718.39803,4592.1629
ENSMUSG00000001962,142.9856704,1894.321367,1540.594608,15148.76058,3480.407966,8286.236985,40771.37858,1102.309068
ENSMUSG00000001964,155.9314227,2338.536756,1656.594465,9504.551988,6218.209525,7791.333238,43723.67563,1434.542334
ENSMUSG00000001983,426.9513818,3224.372497,7159.236485,6055.402746,7425.367992,11613.34725,62034.47433,3224.230263
ENSMUSG00000001985,152.9488229,2998.892091,6135.709239,6161.873713,5218.553418,1436.805206,3880.931636,3271.930206
ENSMUSG00000001986,88.49078813,1751.950229,13095.69487,1556.108696,9255.672912,13315.78304,12408.58324,2214.778533
ENSMUSG00000001988,426.4232344,2184.464602,42928.27982,3058.904963,8220.979548,16223.1654,46266.48312,2587.17091
ENSMUSG00000001995,460.988741,4016.121925,8350.286613,6984.747926,14722.7131,24819.56128,83266.32408,4731.732909
ENSMUSG00000001998,265.4585466,2984.708381,6438.983481,9020.564717,9246.934068,11993.55592,33910.0517,2082.980978
ENSMUSG00000001999,276.2251791,4024.173913,5341.806207,6492.037543,8512.450086,14165.83803,22432.24814,1928.918407
ENSMUSG00000002006,245.0020471,494.8227975,2337.318864,3209.080592,7924.510798,18762.74514,62304.15854,846
ENSMUSG00000002007,83.22620266,2972.167048,5192.171482,7657.221253,4244.593321,2449.450372,4377.920767,3543.275601
ENSMUSG00000002010,162.7415558,2629.754005,3551.602975,19174.04298,16889.10441,25424.93686,107065.2263,2404.221467
ENSMUSG00000002012,230.6847492,2048.658967,10155.74063,2838.916547,7300.308209,10449.70545,12394.59518,1811.134153
ENSMUSG00000002014,164.6509724,2571.87786,3559.894451,19106.41819,16412.85762,24744.13279,106188.9979,2435.971253
ENSMUSG00000002015,196.7118731,1147.513015,6752.184211,10685.01559,12187.76445,15856.04083,49185.06279,1059.65339
ENSMUSG00000002017,227.2205732,6744.175844,3722.800486,12084.79005,8919.684497,19726.28761,46689.84203,6382.491204
ENSMUSG00000002020,413.6371546,2496.979548,49181.60183,1685.733767,0,13216.27002,50639.58031,4036.567792
ENSMUSG00000002028,500.8935517,2983.121854,5057.252932,10686.81457,13775.04484,36255.11721,78386.87285,1863.20881
ENSMUSG00000002031,266.1448311,2617.972039,2015.593535,6562.061642,10620.24221,18119.47755,83794.94594,1545.97962
ENSMUSG00000002032,424.7635619,5197.951588,19731.57301,6482.370209,10343.93836,15916.50215,46872.83767,4013.575086
ENSMUSG00000002033,110.2737973,4842.971682,10152.08874,5445.94222,3822.759654,1264.669622,3703.984983,4607.084883
ENSMUSG00000002043,644.0583419,2475.056136,5922.189145,9495.622855,12024.1589,31754.71117,122189.2945,2916.789331
ENSMUSG00000002052,316.9247697,4150.195795,4490.057923,12804.25172,22219.22447,62747.08023,128672.3891,4049.053561
ENSMUSG00000002055,279.0957011,3128.516519,3808.061499,23552.28368,10347.51552,19181.59354,56787.38244,2956.717105
ENSMUSG00000002057,228.4651996,4084.130578,13923.8391,3720.439788,5529.707022,1359.280606,5529.695366,2990.165618
ENSMUSG00000002058,492.4759468,3163.691934,5387.309139,14010.64416,13506.94394,14915.74292,40960.76638,2012.863129
ENSMUSG00000002059,382.8229273,2757.512157,5453.580592,9755.115918,8452.411256,22836.88644,103670.5952,1825.185283
ENSMUSG00000002064,325.7405322,4099.407323,4463.849542,12591.97941,22247.17441,62694.76259,128740.579,4048.246496
ENSMUSG00000002068,553.8377687,3339.19837,3002.877217,24960.64888,29482.29448,33549.75157,83432.76352,3246.672054
ENSMUSG00000002076,310.8515865,3103.074013,6534.294336,15699.27188,23578.58238,39535.80285,121512.2755,4097.697154
ENSMUSG00000002083,804.8694985,2596.661899,7070.727403,4804.500858,17553.53497,49654.72175,146391.2763,1660.878146
ENSMUSG00000002100,216.7072671,3147.796053,20685.87922,4380.658324,6130.197726,6032.290975,13409.02725,4001.099828
ENSMUSG00000002102,273.1555783,3442.780535,3808.15532,28714.96639,10670.46882,17728.4543,71552.72297,3394.534897
ENSMUSG00000002103,273.2824974,3775.5,4822.023169,11071.87886,6879.742277,19416.44451,54700.55435,3024.264874
ENSMUSG00000002104,209.506653,2762.96732,12049.23105,5195.619279,4296.148384,2592.473899,4921.17234,4004.106121
ENSMUSG00000002105,407.5777892,2301.558495,5457.529391,9387.907251,10449.17777,23513.60576,63553.08052,4009.354119
ENSMUSG00000002107,80.50204708,4418.844394,5037.633438,3535.723112,3790.640947,1956.638658,2841.807852,3041.793478
ENSMUSG00000002108,238.8689867,2921.364703,15262.02803,2565.534039,8210.553418,14904.06007,21078.88473,2878.238344
ENSMUSG00000002109,199.3091095,1847.574085,1350.600186,6231.680635,4175.585526,14330.75114,51607.24464,1385.851402
ENSMUSG00000002111,223.4426817,3581.332237,12473.4591,4624.485126,4007.484554,4589.122998,10943.89352,2335.495638
ENSMUSG00000002129,293.3756397,4306.417477,4163.693149,29552.14545,16667.12336,20158.05263,75919.19351,4572.009654
ENSMUSG00000002147,343.3101331,4460.824514,12213.45023,4334.179848,14600.94322,27629.64545,32096.69451,3115.646596
ENSMUSG00000002190,266.845957,3154.955306,9231.225615,3671.361842,10945.06572,9915.072368,35293.89488,3231.742777
ENSMUSG00000002204,167.9918117,1016.94651,5018.955092,1607.634582,8292.255721,5462.492563,5848.448298,1699.960169
ENSMUSG00000002205,449.7456499,2660.25665,2760.666476,6415.021525,6470.708023,28178.54376,79313.29312,2207.912471
ENSMUSG00000002210,430.3096213,4307.487486,3244.753862,11365.62829,6888.894379,14757.10283,52276.07201,4495.565575
ENSMUSG00000002221,489.2666325,4714.124928,4649.26845,27581.35963,14508.10598,24344.62128,105251.6497,1831.630721
ENSMUSG00000002222,555.4626407,5002.911756,5091.009725,6562.720466,16443.27882,22214.87007,72239.80542,1805.486985
ENSMUSG00000002227,469.3116684,2598.212457,2191.450229,15452.89331,41166.37572,54405.29419,69554.11849,3751.422411
ENSMUSG00000002228,441.4447288,5697.148241,18018.39731,9586.638444,20846.88201,35075.18914,85180.6998,3167.233195
ENSMUSG00000002233,392.4237462,5277.419193,5119.061499,16846.90689,27641.3381,37520.92234,67877.21854,4697.540046
